fitness,callFunc
2.38418579101562E-07,116700
1.19209289550781E-07,88800
1.19209289550781E-07,97800
1.19209289550781E-07,105300
1.19209289550781E-07,80700
1.19209289550781E-07,89700
1.19209289550781E-07,72300
1.19209289550781E-07,87900
1.19209289550781E-07,98700
1.19209289550781E-07,108300
1.19209289550781E-07,117600
1.19209289550781E-07,88500
1.19209289550781E-07,89400
1.19209289550781E-07,93300
1.19209289550781E-07,89700
1.19209289550781E-07,77100
1.19209289550781E-07,95100
1.19209289550781E-07,110100
1.19209289550781E-07,84000
1.19209289550781E-07,115500
1.19209289550781E-07,104400
1.19209289550781E-07,101100
1.19209289550781E-07,101100
1.19209289550781E-07,93000
1.19209289550781E-07,126300
1.19209289550781E-07,89100
1.19209289550781E-07,109200
1.19209289550781E-07,93300
1.19209289550781E-07,97200
1.19209289550781E-07,100500
1.19209289550781E-07,102900
1.19209289550781E-07,111600
,
1.19209289550781E-07,
2.1073424255447E-08,
