fitness,callFunc
1.19209289550781E-07,264900
1.19209289550781E-07,296400
1.19209289550781E-07,253800
1.19209289550781E-07,270000
1.19209289550781E-07,300000
0,0
1.19209289550781E-07,267000
1.19209289550781E-07,249300
1.19209289550781E-07,292200
1.19209289550781E-07,300000
1.19209289550781E-07,273600
1.19209289550781E-07,292800
4.76837158203125E-07,300000
1.19209289550781E-07,286500
1.19209289550781E-07,272100
1.19209289550781E-07,300000
1.19209289550781E-07,271500
1.19209289550781E-07,300000
3.57627868652344E-07,300000
1.19209289550781E-07,293400
1.19209289550781E-07,300000
1.19209289550781E-07,299100
1.19209289550781E-07,281700
1.19209289550781E-07,266700
1.19209289550781E-07,287100
1.19209289550781E-07,295800
1.19209289550781E-07,287400
1.19209289550781E-07,300000
1.19209289550781E-07,251400
0,0
1.19209289550781E-07,288600
1.19209289550781E-07,255300
,
1.19209289550781E-07,
8.21418949017157E-08,
