30000,60000,90000,120000,150000,180000,210000,240000,270000,300000
5244.279804815989,4542.8837256077095,4529.53669912355,4529.457953028861,4529.457026587304,4529.457018551431,4529.457018493209,4529.457018492831,4529.457018492831,4529.457018492831
