fitness,callFunc
200.00000131130219,84900.0
200.00000977516174,92400.0
200.0000021457672,115800.0
200.00000143051147,104100.0
200.0000011920929,124500.0
200.0000022649765,80400.0
200.00000202655792,81600.0
200.00000476837158,87300.0
200.0000011920929,99300.0
200.00000143051147,123600.0
200.00000143051147,114000.0
200.00000321865082,104400.0
200.00000131130219,95700.0
200.00000143051147,84900.0
200.0000011920929,85800.0
200.00000143051147,89400.0
200.00000143051147,69600.0
200.00000298023224,100500.0
200.00000250339508,118500.0
200.00000143051147,93000.0
200.00000143051147,117900.0
200.0000010728836,100500.0
200.00000143051147,89700.0
200.0000011920929,83700.0
200.0000010728836,92100.0
200.00000154972076,107400.0
200.00000166893005,83400.0
200.00000178813934,96000.0
200.00000154972076,104700.0
200.00000166893005,112800.0
200.00000143051147,104700.0
200.0000010728836,106800.0
