fitness,callFunc
1.19209289550781E-07,95700
1.19209289550781E-07,59100
2.38418579101562E-07,81900
1.19209289550781E-07,93900
1.19209289550781E-07,82200
1.19209289550781E-07,69000
1.19209289550781E-07,66000
1.19209289550781E-07,78000
1.19209289550781E-07,63300
1.19209289550781E-07,84900
1.19209289550781E-07,62700
1.19209289550781E-07,75900
2.38418579101562E-07,71700
1.19209289550781E-07,60600
1.19209289550781E-07,81900
1.19209289550781E-07,81900
1.19209289550781E-07,71400
1.19209289550781E-07,63900
1.19209289550781E-07,68400
1.19209289550781E-07,57000
1.19209289550781E-07,81900
1.19209289550781E-07,62100
1.19209289550781E-07,78600
1.19209289550781E-07,55200
1.19209289550781E-07,74700
1.19209289550781E-07,53700
1.19209289550781E-07,70800
1.19209289550781E-07,59100
1.19209289550781E-07,70800
2.38418579101562E-07,63900
1.19209289550781E-07,55800
1.19209289550781E-07,85200
,
1.19209289550781E-07,
3.53031851148962E-08,
