30000,60000,90000,120000,150000,180000,210000,240000,270000,300000
2689219.278162718,2176188.6444739103,2160860.096894145,2160766.725274682,2160765.887596965,2160765.8832564354,2160765.8832234144,2160765.883223295,2160765.883223295,2160765.883223295
