fitness,callFunc
2.7071810960769653,300000.0
2.7327479124069214,300000.0
2.9072961807250977,300000.0
2.8648223876953125,300000.0
1.862673044204712,300000.0
2.6860584020614624,300000.0
2.849504828453064,300000.0
2.9150173664093018,300000.0
2.6234729290008545,300000.0
2.8646689653396606,300000.0
2.2377110719680786,300000.0
3.126938819885254,300000.0
3.034305214881897,300000.0
2.848121762275696,300000.0
2.9261592626571655,300000.0
2.5861281156539917,300000.0
3.003467321395874,300000.0
2.9876222610473633,300000.0
3.046347498893738,300000.0
2.688456654548645,300000.0
1.861826777458191,300000.0
3.551513433456421,300000.0
2.4246209859848022,300000.0
2.878920555114746,300000.0
3.443586826324463,300000.0
2.439983606338501,300000.0
2.9023443460464478,300000.0
2.8409805297851562,300000.0
2.3274178504943848,300000.0
2.470001220703125,300000.0
2.821192145347595,300000.0
2.4081796407699585,300000.0
