fitness,callFunc
1.19209289550781E-07,139800
1.19209289550781E-07,133800
1.19209289550781E-07,116400
1.19209289550781E-07,128400
1.19209289550781E-07,153000
1.19209289550781E-07,116400
1.19209289550781E-07,106800
1.19209289550781E-07,116700
1.19209289550781E-07,108900
1.19209289550781E-07,117900
1.19209289550781E-07,141300
1.19209289550781E-07,148500
1.19209289550781E-07,116100
1.19209289550781E-07,108900
1.19209289550781E-07,116400
1.19209289550781E-07,105600
1.19209289550781E-07,120300
1.19209289550781E-07,132600
1.19209289550781E-07,125100
1.19209289550781E-07,143400
1.19209289550781E-07,130200
1.19209289550781E-07,137700
1.19209289550781E-07,144000
1.19209289550781E-07,126600
1.19209289550781E-07,128100
1.19209289550781E-07,117300
1.19209289550781E-07,126000
1.19209289550781E-07,150000
1.19209289550781E-07,127200
1.19209289550781E-07,114000
1.19209289550781E-07,99900
1.19209289550781E-07,120300
,
1.19209289550781E-07,
0,
