30000,60000,90000,120000,150000,180000,210000,240000,270000,300000
186.50951480865479,186.61453771591187,173.09587061405182,170.51528465747833,170.48067998886108,170.48014187812805,170.4801344871521,170.4801344871521,170.4801344871521,170.4801344871521
