fitness,callFunc
9366103.292795701,300000.0
9246500.151978789,300000.0
9869905.221344572,300000.0
9945906.28745765,300000.0
9764321.016035728,300000.0
9121531.890865704,300000.0
8248273.951295072,300000.0
8185935.602391782,300000.0
9282448.472327972,300000.0
9053321.098955635,300000.0
10996525.871239847,300000.0
8773748.60763901,300000.0
8636245.965922596,300000.0
10981898.15777831,300000.0
9736177.172350654,300000.0
8369189.8952418035,300000.0
9178609.483415,300000.0
8983405.644198412,300000.0
9151845.173727483,300000.0
9862496.849104103,300000.0
10618185.129155831,300000.0
9802989.17801792,300000.0
7898336.933052663,300000.0
9935706.701784905,300000.0
9585776.049819883,300000.0
8719288.154413799,300000.0
8712210.183234114,300000.0
8815994.88895719,300000.0
10630874.71763139,300000.0
10149991.405927436,300000.0
9251062.51309993,300000.0
9660953.994517459,300000.0
