fitness,callFunc
163.1270054578781,300000.0
171.78610157966614,300000.0
248.0594253540039,300000.0
152.02177774906158,300000.0
160.36616122722626,300000.0
165.05254638195038,300000.0
152.81780743598938,300000.0
184.62221360206604,300000.0
178.51088535785675,300000.0
225.9770919084549,300000.0
183.21641147136688,300000.0
215.95669305324554,300000.0
154.83499336242676,300000.0
156.04014670848846,300000.0
185.78697323799133,300000.0
198.9562553167343,300000.0
153.26124715805054,300000.0
165.4273248910904,300000.0
161.56493747234344,300000.0
178.8794947862625,300000.0
165.76086926460266,300000.0
156.05587911605835,300000.0
203.14922499656677,300000.0
165.58464741706848,300000.0
162.3893872499466,300000.0
163.2761402130127,300000.0
210.06575870513916,300000.0
182.28596568107605,300000.0
202.02103579044342,300000.0
175.42272746562958,300000.0
150.59447765350342,300000.0
161.92908477783203,300000.0
