30000,60000,90000,120000,150000,180000,210000,240000,270000,300000
161027863.68677256,142993503.464852,142813404.0898294,142810430.42916793,142810412.9451654,142810412.62919936,142810412.6220762,142810412.6220529,142810412.62204927,142810412.62204573
