fitness,callFunc
1002.2765839595086,300000.0
1454.9315891604347,300000.0
1894.0850866889086,300000.0
1075.10786779497,300000.0
1594.8261651523353,300000.0
630.1452575873409,300000.0
958.0021995604766,300000.0
1876.9467187636037,300000.0
1253.1470978579018,300000.0
2308.596584376355,300000.0
997.5531064748211,300000.0
1832.0668923861813,300000.0
1764.4719247667526,300000.0
853.0593829051213,300000.0
1001.5302643358882,300000.0
1100.709019564485,300000.0
2109.578273166073,300000.0
1911.1647466315771,300000.0
2314.6327688371966,300000.0
1335.2592775485828,300000.0
2326.491675264726,300000.0
916.068462806652,300000.0
1250.2147836510558,300000.0
1389.9838642197283,300000.0
936.5818948398664,300000.0
939.3181573957263,300000.0
1752.6377787004749,300000.0
1798.6573621183052,300000.0
768.6411428722931,300000.0
816.6850594624993,300000.0
1216.5141077212902,300000.0
1756.4486118722562,300000.0
