30000,60000,90000,120000,150000,180000,210000,240000,270000,300000
1400576.6098407507,1146118.270837903,1142759.035416603,1142729.5818675756,1142729.084925294,1142729.0810108185,1142729.0809779167,1142729.0809779167,1142729.0809779167,1142729.0809779167
