fitness,callFunc
475.56525368071743,300000.0
634.2944256095798,300000.0
772.9148459701682,300000.0
747.9249437409162,300000.0
708.53999693277,300000.0
689.3976753687457,300000.0
698.2199741508812,300000.0
712.6891137627099,300000.0
775.6221858446661,300000.0
750.2381993899035,300000.0
653.6110418302851,300000.0
634.9067034331092,300000.0
645.4251670189697,300000.0
751.2590740930173,300000.0
600.0950056329893,300000.0
617.1126967947785,300000.0
659.3193862300395,300000.0
743.7715840071905,300000.0
771.024165470837,300000.0
723.9351309171761,300000.0
691.3351808950974,300000.0
616.9374446908914,300000.0
684.4560370551771,300000.0
562.0136141940311,300000.0
587.9039645457815,300000.0
645.1662591906497,300000.0
637.346365452293,300000.0
595.5955041186535,300000.0
631.8202900454198,300000.0
759.1393842160032,300000.0
1129.2817300107854,300000.0
665.0189156371489,300000.0
