fitness,callFunc
558.1695799827576,300000.0
562.9950425624847,300000.0
571.9444618225098,300000.0
565.0609530210495,300000.0
570.1416065692902,300000.0
571.2443798780441,300000.0
564.4077841043472,300000.0
569.9625743627548,300000.0
567.7211792469025,300000.0
569.97962641716,300000.0
567.1343853473663,300000.0
567.1825834512711,300000.0
566.9769388437271,300000.0
567.2354130744934,300000.0
560.0378541946411,300000.0
568.0201085805893,300000.0
571.71908223629,300000.0
567.2164831161499,300000.0
556.0782935619354,300000.0
560.9846721887589,300000.0
566.6771758794785,300000.0
571.0365447998047,300000.0
570.321651339531,300000.0
574.1280440092087,300000.0
570.6909413337708,300000.0
560.8864122629166,300000.0
568.8635566234589,300000.0
565.1955428123474,300000.0
566.7436043024063,300000.0
569.9939222335815,300000.0
571.2814950942993,300000.0
568.3120747804642,300000.0
