30000,60000,90000,120000,150000,180000,210000,240000,270000,300000
1208.764276896909,981.8267280459695,963.543557617435,962.4671367179835,962.4529118006612,962.4528251477604,962.4528230693832,962.4528230442957,962.4528230442666,962.4528230442666
