fitness,callFunc
200.00000178813934,60000.0
200.0000011920929,84000.0
200.00000154972076,58200.0
200.0000011920929,69600.0
200.00000166893005,80100.0
200.00000131130219,70200.0
200.00000143051147,84600.0
200.0000010728836,81300.0
200.00000131130219,59400.0
200.0000010728836,65700.0
200.00000131130219,73800.0
200.00000298023224,69000.0
200.00000154972076,59400.0
200.00000488758087,69000.0
200.00000131130219,82200.0
200.00000143051147,74400.0
200.0000021457672,70500.0
200.00000250339508,59700.0
200.0000011920929,79800.0
200.0000010728836,70800.0
200.00000154972076,98400.0
200.00000190734863,59700.0
200.00000143051147,74700.0
200.0000010728836,66300.0
200.00000202655792,67800.0
200.00000143051147,81600.0
200.00000178813934,60000.0
200.00000154972076,76800.0
200.00000166893005,83700.0
200.00000190734863,60900.0
200.0000044107437,63600.0
200.0000023841858,70200.0
