30000,60000,90000,120000,150000,180000,210000,240000,270000,300000
99998.7999869291,99998.60090407194,99998.54777982707,99998.53985210173,99998.53976992148,99998.53976968875,99998.53976968284,99998.53976968284,99998.53976968284,99998.53976968284
