30000,60000,90000,120000,150000,180000,210000,240000,270000,300000
1360.3992285817221,1197.5190156996978,1191.9307618279418,1191.8858106010011,1191.8853707017115,1191.8853677677253,1191.8853677191946,1191.8853677186708,1191.8853677186708,1191.8853677186708
1333.9567094465747,1222.7888380562945,1219.7394563290727,1219.6822423032863,1219.6820034771808,1219.68200223014,1219.6820022127795,1219.6820022127795,1219.6820022127795,1219.6820022127795
1334.0198345734534,1151.3711443694338,1143.1670900052122,1143.0124620480492,1143.0089119163604,1143.008877806904,1143.0088770616567,1143.0088770594157,1143.0088770594011,1143.0088770594011
1403.805617836173,1305.2691408593528,1301.5366985220753,1301.4489311727957,1301.448245489897,1301.448229890666,1301.448229754591,1301.4482297544455,1301.4482297544455,1301.4482297544455
1513.3355526407686,1401.582815753427,1397.3954369236017,1397.2397704356554,1397.2383955382247,1397.2383878510736,1397.2383877670218,1397.2383877664397,1397.2383877664397,1397.2383877664397
1366.4221668825776,1191.7048975966463,1185.3270347300859,1185.1935627169005,1185.1916359976894,1185.1915922637127,1185.1915919520252,1185.1915919437743,1185.1915919437597,1185.1915919437597
1480.2038494979788,1355.9062314279145,1352.7966881396133,1352.7092158906307,1352.7061012484337,1352.7060617018142,1352.7060611803754,1352.7060611647903,1352.7060611647466,1352.7060611647466
1413.0520311483706,1191.126512257426,1168.9289385896845,1168.7262095671176,1168.725045074898,1168.7250084698317,1168.7250079651421,1168.7250079608784,1168.7250079608784,1168.7250079608784
1479.9074100131984,1376.1472812273132,1372.8662307030027,1372.838176088393,1372.8379594927828,1372.8379588691896,1372.8379588654643,1372.8379588654643,1372.8379588654643,1372.8379588654643
1288.7804605260753,1217.7550063531962,1216.0870245481638,1216.0785706641327,1216.078441316684,1216.0784406843013,1216.0784406800376,1216.0784406800376,1216.0784406800376,1216.0784406800376
1323.2586293553177,1158.4246586263762,1155.5898268082965,1155.5571510062146,1155.5566941441211,1155.5566865751607,1155.5566865032888,1155.5566865029105,1155.5566865029105,1155.5566865029105
1435.4338853834342,1286.5126447380026,1280.1671531445609,1280.113261838429,1280.1130434482911,1280.1130421855923,1280.1130421755515,1280.113042175537,1280.113042175537,1280.113042175537
1369.004723015416,1245.7688168932218,1242.5152528832841,1242.4834909875935,1242.4830798666371,1242.483069153328,1242.483068886766,1242.4830688847287,1242.4830688847287,1242.4830688847287
1308.955709944028,1192.201206684971,1188.2503152221325,1188.1175842291705,1188.1145961043221,1188.1145356797788,1188.1145353990723,1188.1145353895845,1188.1145353895408,1188.1145353895408
1467.5387280871364,1296.4309870437864,1292.2498102354439,1292.2067090441851,1292.2059595246974,1292.2059537809837,1292.2059537693858,1292.2059537693858,1292.2059537693858,1292.2059537693858
1320.6491659056483,1181.288022172026,1176.603044111107,1176.5391159882856,1176.5378563213017,1176.5378257552802,1176.5378250335925,1176.5378250241483,1176.5378250241338,1176.5378250241338
1308.9156529246538,1130.96955648945,1124.7057819487673,1124.6519754331093,1124.651431098886,1124.6514115928148,1124.6514112814912,1124.6514112795703,1124.6514112795703,1124.6514112795703
1290.3577670436644,1195.7731757869042,1193.0688061390392,1193.0453824674332,1193.0449616327678,1193.044951323187,1193.0449512264167,1193.0449512234482,1193.0449512234482,1193.0449512234482
1595.0297227992705,1307.1837155432295,1293.7313943056797,1293.5641967008414,1293.5625030123338,1293.562477068699,1293.562476860534,1293.562476855077,1293.562476855077,1293.562476855077
1209.7625513510284,1090.7810742669972,1085.258275326487,1085.154119567771,1085.1531596053537,1085.1531494458031,1085.1531491595379,1085.153149145117,1085.1531491450878,1085.1531491450878
1291.5478613160085,1189.9135795740294,1186.001827727203,1185.9336624562857,1185.9333485867392,1185.9333455219312,1185.9333454647713,1185.9333454646985,1185.9333454646985,1185.9333454646985
1372.3947963581013,1245.606737437629,1237.1659103888524,1236.978357854401,1236.9759646263992,1236.9759250985226,1236.975924772938,1236.9759247652546,1236.9759247651673,1236.9759247651673
1493.026506203707,1345.0778832510841,1329.9198667533783,1329.6322495878849,1329.6310596521944,1329.631045264905,1329.631045048256,1329.6310450471938,1329.6310450471938,1329.6310450471938
1317.7515912961535,1155.4534989283711,1151.651192718884,1151.533080720561,1151.5324711326684,1151.5324698606273,1151.5324698150798,1151.532469814454,1151.532469814454,1151.532469814454
1344.2509819161496,1239.5970565248426,1237.8820388573804,1237.8727662305319,1237.8727161804418,1237.8727159119735,1237.872715910562,1237.872715910562,1237.872715910562,1237.872715910562
1529.20242549674,1351.7044758828415,1322.5717982124334,1321.654566376601,1321.6465532420843,1321.646511011233,1321.6465107517142,1321.646510749997,1321.646510749997,1321.646510749997
1508.6873547824216,1465.1928693265363,1463.825882731253,1463.8059662952292,1463.8055750524945,1463.8055658767844,1463.8055656928045,1463.8055656923534,1463.8055656923534,1463.8055656923534
1346.9532730655192,1215.0424255448452,1210.6048698423401,1210.5448239583784,1210.5433375024732,1210.543325148421,1210.5433249954804,1210.5433249912603,1210.5433249912458,1210.5433249912458
1458.3997206469212,1305.3998303460394,1302.8551413860696,1302.8335818113846,1302.8326628638024,1302.832639832006,1302.8326394273317,1302.832639425891,1302.832639425891,1302.832639425891
1616.380688028381,1497.7300767525885,1494.1761129368679,1494.131482308294,1494.1304993067897,1494.130493573015,1494.1304934928194,1494.1304934926156,1494.1304934926156,1494.1304934926156
1358.3061086491653,1268.993726274086,1266.5561753984366,1266.507086801721,1266.5069271033572,1266.506925395559,1266.5069253626862,1266.5069253624388,1266.5069253624388,1266.5069253624388
1458.729676192379,1193.629011850615,1188.9283528048109,1188.7907719372597,1188.789335974754,1188.7892996209266,1188.789298577729,1188.7892985566577,1188.7892985566432,1188.7892985566432
