fitness,callFunc
197169791.66614544,300000.0
144054751.17610335,300000.0
39816718.05637801,300000.0
207399463.23969615,300000.0
85261298.02972138,300000.0
135050463.38433754,300000.0
34220050.17987311,300000.0
157490231.37278152,300000.0
190219157.87291288,300000.0
157617047.0984689,300000.0
89204566.6495657,300000.0
154468346.4656651,300000.0
124833656.18800044,300000.0
222441463.11769342,300000.0
150456332.09090126,300000.0
262490861.5799812,300000.0
274485299.28598785,300000.0
137632277.98383474,300000.0
118776569.3471322,300000.0
232182419.30327165,300000.0
88055411.60657263,300000.0
100270805.45667577,300000.0
131534906.16892135,300000.0
208335949.68893242,300000.0
171526710.0767907,300000.0
42113441.053773165,300000.0
132288736.95112717,300000.0
134046577.38933265,300000.0
111119999.82818615,300000.0
155895397.9427476,300000.0
72910968.29080117,300000.0
175540279.05627227,300000.0
