fitness,callFunc
1485.666462779045,300000.0
1043.9238018989563,300000.0
1263.779614686966,300000.0
585.4756180047989,300000.0
870.7094041109085,300000.0
978.2510924339294,300000.0
2292.6040853261948,300000.0
839.3371196985245,300000.0
1239.277173280716,300000.0
1178.8418290615082,300000.0
1680.3420110940933,300000.0
1021.575607419014,300000.0
1182.183549284935,300000.0
1066.8885457515717,300000.0
1088.5760675668716,300000.0
1385.1079347133636,300000.0
1166.841102361679,300000.0
697.0084896087646,300000.0
1916.5667688846588,300000.0
1267.8484814167023,300000.0
884.0607500076294,300000.0
1229.3950535058975,300000.0
1133.9843720197678,300000.0
747.3921210765839,300000.0
884.9679454565048,300000.0
720.2717360258102,300000.0
722.9745336771011,300000.0
1214.3817878961563,300000.0
1643.3507285118103,300000.0
1072.5190279483795,300000.0
774.1347700357437,300000.0
955.6971004009247,300000.0
