fitness,callFunc
5397575.900448203,300000.0
2100753.161750555,300000.0
897591.0537378788,300000.0
966503.0198136568,300000.0
339000.86289680004,300000.0
46344923.13466835,300000.0
14217724.567376256,300000.0
529123.7723090649,300000.0
24890462.38108802,300000.0
13249357.038305163,300000.0
1598527.7905802727,300000.0
9898321.639529109,300000.0
1077611.5509426594,300000.0
6601842.019877791,300000.0
1179013.095000267,300000.0
28669146.94251311,300000.0
11619853.075552106,300000.0
4196790.885544181,300000.0
445090.2194312811,300000.0
954662.0749577284,300000.0
1617424.6025953293,300000.0
8432034.011627913,300000.0
11754784.565365314,300000.0
18097153.132778525,300000.0
20023240.032678366,300000.0
1697067.6938174963,300000.0
1876291.2282015085,300000.0
24856551.764606237,300000.0
6397183.534396291,300000.0
259011.61476433277,300000.0
6637820.368878365,300000.0
4609750.157006383,300000.0
